처방아이디,처방한글명,처방한자명,치료병증,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치전약재명,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00500031,삼출건비탕,蔘朮健脾湯,肺癰證,,폐계내과학,524,,,,지실,枳實,洞庭|商枳實|小枳實|鵝眼枳實|粘刺|只實|陳枳實|槌胸霹靂|破胸槌,M,,유과(幼果),脾|胃,寒,苦|辛|酸,,理氣藥,Rutaceae,3,g
FO00500031,삼출건비탕,蔘朮健脾湯,肺癰證,,폐계내과학,524,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,4,g
FO00500031,삼출건비탕,蔘朮健脾湯,肺癰證,,폐계내과학,524,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,4,g
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,2,g
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,,,,마두령(초),馬兜鈴(炒),馬兜鈴炒,P,馬兜鈴,,,,,,,,3,g
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,,,,아교(주),阿膠(珠),阿膠珠,P,阿膠,,,,,,,,8,g
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,,,,우방자(나미초),牛蒡子(糯米炒),鼠黏子糯米炒,P,牛蒡子,,,,,,,,5,g
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,,,,행인(부초),杏仁(麩炒),杏仁麩炒,P,杏仁,,,,,,,,1,箇
FO00500032,보폐산,補肺散,肺病治法,,폐계내과학,524,폐허,肺虛,"폐(肺)의 기혈(氣血), 음양(陰陽)이 부족하거나 약(弱)해진 것",,,,,,,,,,,,,,
FO00500033,독삼탕,獨蔘湯,肺病治法,,폐계내과학,524,,,,"인삼(대,거노)","人蔘(大,去盧)",大人蔘 去盧,P,人蔘,,,,,,,,80,g
FO00500033,독삼탕,獨蔘湯,肺病治法,,폐계내과학,524,기미소,氣微少,기운이 아주 적은 것,,,,,,,,,,,,,,
FO00500033,독삼탕,獨蔘湯,肺病治法,,폐계내과학,524,허로,虛勞,정기와 기혈이 허손된 병증,,,,,,,,,,,,,,
FO00500034,사백산,瀉白散,肺病治法,,폐계내과학,524,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00500034,사백산,瀉白散,肺病治法,,폐계내과학,524,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,8,g
FO00500034,사백산,瀉白散,肺病治法,,폐계내과학,524,,,,지골피,地骨皮,却老根|却暑|苦杞|枸檵|枸杞根|苟起根|枸杞根皮|狗奶子根皮|狗地芽皮|金山茄根|杞根|伏塵氈|山枸杞根|山杞子根|西王母杖|仙人杖|仙杖|紫金皮|苫彌|地骨|地骨冠|地輔|地仙|地節|地精|甛齒牙根|紅榴根皮|紅耳墮根,M,,근피(根皮),肺|肝|腎,寒,甘,,淸虛熱藥,Solanaceae,8,g
FO00500034,사백산,瀉白散,肺病治法,,폐계내과학,524,폐실,肺實,폐경(肺經)에 사기(邪氣)가 실한 것,,,,,,,,,,,,,,
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,대황(주증),大黃(酒蒸),大黃酒蒸,P,大黃,,,,,,,,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,박하,薄荷,鷄蘇|金錢薄荷|南薄荷|冬蘇|猫兒薄荷|薄苛|薄荷葉|薄荷草|蒰荷|茇䒷|茇葀|菝苔|菝하|菝萿|番荷|番荷菜|冰喉尉|生荷葉|石薄荷|鮮薄荷|升陽菜|野息花|英生|吳菝蘭|吳菝하|人丹草|靑薄荷|蔢荷|荷,M,,지상부(地上部)|잎(葉),肝|肺,凉,辛,,發散風熱藥,Labiatae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,연교,連翹,空殼|空翹|翹殼|大翹子|落翹|連翹|北召|北連翹|連殼|蓮翹|連翹殼|連翹衣|元召|淨連翹|澤州連翹|旱連子|黃元召,M,,과실(果實),心|肺|膽,微寒,苦,,淸熱解毒藥,Oleaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,지각,枳殼,奴隸|大枳殼|洞庭奴隸|商殼|商枳殼|只殼|枳角|陳枳殼|香橙殼,M,,과실(果實),肺|脾|大腸,凉,苦|辛,,理氣藥,Rutaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,치자,梔子,木丹|山梔|山梔子|鮮支|小巵子|越桃|支子|枝子|川揀子|巵子|紅枝子|黃鷄子|黃果樹子|黃荑子|黃梔子|㮁桃|黑山梔,M,,과실(果實),心|肝|肺|胃|三焦,寒,苦,,淸熱瀉火藥,Rubiaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,,,,황금,黃芩,經芩|枯腸|空腸|芩|內虛|㹠尾芩|腐腸|北芩|西芩|鼠尾芩|宿芩|印頭|子芩|條芩|珠條芩|妒婦|片芩|皮黃芩|虹勝|黃笒|黃文|黃岑,M,,뿌리(根),肺|膽|胃|大腸|小腸,寒,苦,,淸熱燥濕藥,Labiatae,3,g
FO00500035,인삼사폐탕,人蔘瀉肺湯,肺病治法,,폐계내과학,524,폐실열증,肺實熱證,폐에 사열(邪熱)이 왕성한 병증,,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,,,,마황(부거근절),麻黃(不去根節),麻黃不去根節,P,麻黃,,,,,,,,4,g
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,5,片
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,,,,행인(부거피),杏仁(不去皮),杏仁不去皮,P,杏仁,,,,,,,,4,g
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,감풍한,感風寒,풍한사(風寒邪)를 감수한 것,,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,비색,鼻塞,"코가 막혀 숨쉬기가 곤란하고, 비성(鼻聲)을 발하는 것",,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,성중실음,聲重失音,말소리나 목소리가 무겁고 탁하며 맑지 못하고 목이 쉬어 말소리가 잘 안나오는 것,,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,풍한,風寒,풍사(風邪)가 한사(寒邪)와 결합된 것,,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,풍한증,風寒證,풍한(風寒)의 사기(邪氣)로 인해 발생한 병증,,,,,,,,,,,,,,
FO00500036,삼요탕,三拗湯,,,폐계내과학,524,해수,咳嗽,기침을 하는 것,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,감초(부자부거피),甘草(不炙不去皮),甘草不炙不去皮,P,甘草,,,,,,,,6,g
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,4,g
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,마황(부거근절),麻黃(不去根節),麻黃不去根節,P,麻黃,,,,,,,,6,g
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,5,片
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,행인(부거피첨),杏仁(不去皮尖),杏仁不去皮尖,P,杏仁,,,,,,,,6,g
FO00500037,오요탕,五拗湯,,,폐계내과학,524,,,,형개수,荊芥穗,,M,,,,,,,,,4,g
FO00500037,오요탕,五拗湯,,,폐계내과학,524,감풍한,感風寒,풍한사(風寒邪)를 감수한 것,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,성중,聲重,말소리나 목소리가 무겁고 탁하며 맑지 못한 것,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,인통,咽痛,목구멍이 아픈 증상,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,풍한,風寒,풍사(風邪)가 한사(寒邪)와 결합된 것,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,풍한증,風寒證,풍한(風寒)의 사기(邪氣)로 인해 발생한 병증,,,,,,,,,,,,,,
FO00500037,오요탕,五拗湯,,,폐계내과학,524,해수,咳嗽,기침을 하는 것,,,,,,,,,,,,,,
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,2,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,당귀,當歸,乾歸|歸尾|金當歸|馬尾歸|馬尾當歸|秦歸|秦當歸|川當歸,M,,뿌리(根),心|肝|脾,溫,甘|辛,,補血藥,Umbelliferae,2,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,2,枚
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,반하(국),半夏(麯),半夏麯,P,半夏,,,,,,,,4,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,3,片
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,육계,肉桂,桂|桂楠|桂馥|桂碎|桂圓肉|桂爾通|桂通|桂皮|官桂|廣條桂|交趾桂|菌桂|箘桂|企邊桂|丹桂|丹陽木皮|大桂|咄者|辣桂|楝桂|牡桂|木桂|上肉桂|玉桂|尉佗桂|尉佗生|柳桂|油桂|油筒桂|紫桂|條桂|眞桂|甛肉桂|靑化桂|土桂楠|筒桂|板桂|黃瑤桂,M,,수피(樹皮),腎|脾|膀胱,熱,甘|辛,,溫裏藥,Lauraceae,3,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,자소,紫蘇,,M,,,,,,,,,5,葉
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,자소자(초),紫蘇子(炒),蘇子炒|炒蘇子,P,紫蘇子,,,,,,,,4,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,전호,前胡,南石防風|嫩前胡|白前胡|紛前胡|水前胡|巖棕|全胡|坡地石防風,M,,뿌리(根),肝,微寒,苦|辛,,淸化熱痰藥,Umbelliferae,2,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,3,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,2,g
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,상기,上氣,기(氣)가 거슬러 오르는 것,,,,,,,,,,,,,,
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,상기천촉,上氣喘促,폐기(肺氣)가 위로 치밀어서 숨이 가쁘고 빠른 것,,,,,,,,,,,,,,
FO00500038,소자강기탕,蘇子降氣湯,,,폐계내과학,524,천,喘,호흡이 빠르고 촉박한 병증,,,,,,,,,,,,,,
FO00500039,생맥산,生脈散,,,폐계내과학,525,,,,맥문동,麥門冬,筧寸冬|京元|階前草根|大麥冬|冬兒沙里|麥冬|麥文|麥門|麥門東|綿麥冬|虋冬|門火冬|不死|不死藥|沙草秀根|蘇瓜丐|安神隊枝|野麥冬|餘粮|禹餘粮|正淸|寸冬|寸麥冬|雉骨木|杭瓜丐|杭寸|杭寸冬,M,,괴근(塊根),肺|胃|心,微寒,甘|微苦,,補陰藥,Liliaceae,,
FO00500039,생맥산,生脈散,,,폐계내과학,525,,,,오미자,五味子,金鈴子|遼五味子|菋|北味|北五味|北五味子|生五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|紅內消|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,,
FO00500039,생맥산,生脈散,,,폐계내과학,525,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,,
FO00500039,생맥산,生脈散,,,폐계내과학,525,폐기허,肺氣虛,폐기가 허(虛)한 것,,,,,,,,,,,,,,
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,1,枚
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,상백피,桑白皮,白桑皮|伏蛇|桑根白|桑根白皮|桑根皮|桑皮|延年卷雪|葽食蚕,M,,근피(根皮),肺,寒,甘,,止咳平喘藥,Moraceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,아교(주),阿膠(珠),阿膠珠,P,阿膠,,,,,,,,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,앵속각(밀초),罌粟殼(蜜炒),罌粟殼蜜炒|鶯粟殼蜜炒,P,罌粟殼,,,,,,,,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,오매,烏梅,乾枝梅|桔梅肉|大烏梅|大耳紅梅|䕩|梅|梅實|梅子|白梅|白霜梅|肥烏梅|山梅|酸梅|霜梅|鹽梅|午梅|川烏梅|哈銀梅|合漢梅|杏梅|黃仔|薰梅,M,,과실(果實),肝|脾|肺|大腸,平,酸|澀,,止瀉藥,Rosaceae,1,枚
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,지골피,地骨皮,却老根|却暑|苦杞|枸檵|枸杞根|苟起根|枸杞根皮|狗奶子根皮|狗地芽皮|金山茄根|杞根|伏塵氈|山枸杞根|山杞子根|西王母杖|仙人杖|仙杖|紫金皮|苫彌|地骨|地骨冠|地輔|地仙|地節|地精|甛齒牙根|紅榴根皮|紅耳墮根,M,,근피(根皮),肺|肝|腎,寒,甘,,淸虛熱藥,Solanaceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,지모,知母,苦心|韭逢|芪母|蚔母|老梗|鹿別|東根|水參|水須|水浚|蓍母|兒草|野蓼|女雷|女理|連母|提母|蝭母|紙母|地參|昌支|莐藩|貨母|孝梗,M,,뿌리줄기(根莖),腎|胃|肺,寒,苦|甘,,淸熱瀉火藥,Liliaceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,4,g
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,구수,久嗽,오랫동안 낫지 않는 기침,,,,,,,,,,,,,,
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,노수,勞嗽,"허로(虛勞)하여 생긴 기침으로 권태감(倦怠感), 조열(潮熱) 등 허로(虛勞) 증상과 함께 가래가 많이 나오면서 기침하는 병증",,,,,,,,,,,,,,
FO00500040,인삼청폐탕,人蔘淸肺湯,,,폐계내과학,525,폐위성취타혈,肺痿腥臭唾血,폐엽(肺葉)이 마르고 시들어 목구멍에서 비린내가 나고 가래에 피가 섞인 병증,,,,,,,,,,,,,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,감초,甘草,甘草根|國老|國老草|大甘草|大粉草|大嗷|蕗草|美草|蜜甘|蜜草|紛甘草|粉草|紛草|生草|靈草|靈通|倫蜜珊瑚|主人|槍罕草|甛甘草|甛根子|甛草|橫紋甘草,M,,뿌리줄기(根莖)|뿌리(根),心|肺|脾|胃,平,甘,,補氣藥,Leguminosae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,강활,羌活,羌靑|羌滑|曲藥|狗引子花|西羌活|蠶羌|竹節羌|退風使者|護羌使者|胡王使者|黑藥,M,,뿌리(根)|뿌리줄기(根莖),膀胱|腎,溫,辛|苦,,發散風寒藥,Umbelliferae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,길경,桔梗,梗草|苦梗|苦莄|苦桔梗|桔梗根|吉祥杵|南桔梗|盧茹|都乙羅叱|道乙阿叱|犁如|木便|房圖|方圖|白藥|符蔰|紛桔梗|芽桔梗|利如|薺苨|秋桔梗|土人參,M,,뿌리(根),肝,平,苦|辛,,淸化熱痰藥,Campanulaceae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,방풍,防風,蕑根|硬防風|曲方氏|公防風|銅蕓|馬英子|母防風|反風|防豊|防風根|百韭|百蜚|百種|百枝|屛防|屛風|屛風草|山芹菜|山花菜|西口風|續弦膠|齊州防風|風肉|筆防風|解州防風|回辛|迴蕓|回草|茴草,M,,뿌리(根)|뿌리줄기(根莖),肝|脾|膀胱,溫,辛|甘,,發散風寒藥,Umbelliferae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,시호,柴胡,南柴胡|北柴胡|北胡|細柴胡|紫荊關柴胡|茈胡|才胡|地熏|津柴胡|川柴胡|鐵苗柴胡|秋柴胡|春柴胡|漢柴胡,M,,뿌리(根),肝|膽,微寒,苦,,發散風熱藥,Umbelliferae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,인삼,人蔘,高麗蔘|鬼蓋|金井玉蘭|大人蔘|獨勝|羅參|潞州人蔘|白物|白修蔘|百濟蔘|白條蔘|蔘|上黨蔘|上黨人蔘|新羅人蔘|羊角蔘|玉精|遼東蔘|遼蔘|元蔘|人微|人參|仁蔘|人祥|人身|人精|人衡|紫團蔘|地精|淸河人蔘|皺面丹|皺面還丹|土精|孩兒參|海腴|血蔘|黃蔘|黃石,M,,뿌리(根),脾|肺|心,微溫,甘|微苦,,補氣藥,Araliaceae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,전호,前胡,南石防風|嫩前胡|白前胡|紛前胡|水前胡|巖棕|全胡|坡地石防風,M,,뿌리(根),肝,微寒,苦|辛,,淸化熱痰藥,Umbelliferae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,지각,枳殼,奴隸|大枳殼|洞庭奴隸|商殼|商枳殼|只殼|枳角|陳枳殼|香橙殼,M,,과실(果實),肺|脾|大腸,凉,苦|辛,,理氣藥,Rutaceae,,
FO00500041,형방패독산,荊防敗毒散,風寒發熱,,폐계내과학,525,,,,천궁,川芎,京芎|貫芎|鞠窮|芎|芎窮|芎藭|芎營|茶芎|大芎|臺芎|大川芎|杜芎|馬銜芎藭|撫芎|蕪芎|撫川芎|山鞠窮|西芎|西撫芎|小撫芎|小川芎|藥芹|雀腦芎|正川芎|眞川芎|川芎藭|川撫芎|川元蠢|香果|壺藭|胡藭|蒿本,M,,뿌리줄기(根莖),肝|膽|心包,溫,辛,,活血祛瘀藥,Umbelliferae,,
